37.61538461538462, 13.307692307692308
38.23076923076923, 14.076923076923078
39.07692307692308, 14.384615384615385
40.23076923076923, 15.0
41.61538461538462, 15.692307692307693
42.92307692307693, 16.384615384615387
44.53846153846154, 17.30769230769231
46.0, 17.692307692307693
47.61538461538462, 18.153846153846153
49.0, 18.230769230769234
51.15384615384615, 17.461538461538463
51.769230769230774, 15.692307692307693
51.46153846153847, 14.076923076923078
50.84615384615385, 12.692307692307693
49.23076923076923, 11.538461538461538
47.46153846153847, 10.692307692307693
45.07692307692308, 10.615384615384617
42.30769230769231, 10.538461538461538
40.23076923076923, 10.692307692307693
38.69230769230769, 11.153846153846155
37.69230769230769, 12.615384615384617
